Gene	t_all	t_sub	t_vis	t_status	t_location	t_interaction
MIR4486	-0.281	-0.8202	-0.1052	-0.6048	4.949	0.4657
HTATIP2	-0.795	-1.14	-0.2138	-0.9334	2.093	0.6577
PRMT3	-0.1799	-0.3105	0.08145	-0.1897	0.2444	0.3011
ANO5	-0.2381	-0.4137	0.9231	-0.08799	-3.748	0.701
BDNF-AS	-0.4534	-1.013	0.8508	-0.3723	-1.927	1.336
ARL14EP	-1.833	-1.164	-1.521	-1.917	1.342	-0.6117
EIF3M	-0.06268	0.6775	-0.5262	0.004074	-1.345	-0.833
PRRG4	-0.008483	-0.9084	0.4544	-0.07248	1.277	0.8578
DEPDC7	-1.53	-0.7148	-1.383	-1.485	-0.6183	-0.3498
TCP11L1	-0.2177	-0.8242	0.5344	-0.2519	0.716	0.9839
LINC00294	1.302	0.1476	2.036	1.353	-1.035	1.054
KIAA1549L	-0.8356	-1.621	1.233	-0.7666	-2.835	2.065
CAPRIN1	-0.6933	-0.4843	-0.4071	-0.633	-1.32	0.03949
CAT	0.7057	0.5591	0.4281	0.6914	0.08149	-0.04459
PDHX	-1.35	-0.1843	-1.629	-1.339	0.1601	-1.029
PRR5L	0.1925	-1.177	1.381	0.3398	-2.653	1.797
RAG1	-0.4248	-1.294	0.4582	-0.3857	-0.7169	1.15
C11orf74	0.7493	-0.366	1.162	0.8155	-1.237	1.147
API5	-0.4523	-0.7125	-0.007215	-0.4428	-0.06081	0.4491
MIR670	0.4545	-0.1369	0.6557	0.365	2.246	0.5395
EXT2	0.2374	-1.317	1.451	0.3103	-1.403	1.941
CD82	-0.8601	-1.046	-0.03934	-0.7929	-1.902	0.7752
TSPAN18	1.599	1.446	1.079	1.819	-2.436	-0.4676
SLC35C1	-0.2279	0.2855	-0.2886	-0.1044	-2.879	-0.3886
LRP4-AS1	0.5354	-0.1575	1.062	0.6275	-1.624	0.821
C11orf49	-1.425	-0.3687	-1.726	-1.395	-2.556	-0.7506
MADD	-0.1826	0.2395	-0.3071	-0.04776	-3.075	-0.3846
PTPRJ	-0.5875	-0.561	-0.5155	-0.7674	2.686	0.01692
MIR3161	-0.1943	0.2013	-0.5382	-0.2964	1.911	-0.5313
OR4A5	-0.8366	-1.374	0.3059	-0.8746	0.8431	1.311
OR4A15	-0.1284	-0.3349	0.02612	-0.1898	1.214	0.238
OR5AR1	-0.3813	-0.07828	-0.3585	-0.3074	-1.63	-0.1747
SERPING1	-0.2364	-0.217	-0.1062	-0.2185	-0.2952	0.05704
ZDHHC5	1.066	0.3775	1.307	1.295	-2.787	0.7974
OR1S1	1.091	0.07226	1.564	1.032	1.542	0.865
FAM111B	0.1051	0.4629	-0.2866	0.3303	-4.101	-0.5538
FAM111A	-0.873	-1.091	-0.09983	-0.8323	-0.6609	0.7252
DTX4	-0.4796	0.5408	-0.8774	-0.3673	-3.768	-1.008
MS4A3	1.241	0.9886	0.839	1.235	3.477	0.1733
MS4A2	0.2106	1.058	-0.922	0.1017	2.433	-1.408
MS4A4A	-0.2813	-0.03784	-0.6866	-0.5642	4.423	-0.4834
MS4A1	-1.032	-0.824	-1.198	-1.448	4.218	-0.6377
TMEM109	0.2163	0.368	0.2968	0.4442	-3.839	0.05711
TMEM138	-0.6446	-0.3571	-0.468	-0.5703	-4.89	0.04908
DAGLA	0.1679	-0.2282	0.9577	0.5535	-6.298	0.8331
MYRF	-0.5112	-0.712	-0.938	-1.13	7.101	-0.5891
BEST1	-0.6425	-1.617	-0.2029	-1.198	6.07	0.9478
ASRGL1	-0.01704	-0.5149	0.7292	0.1362	-3.097	0.8714
UQCC3	1.257	2.909	-0.6714	1.471	-2.554	-2.615
POLR2G	0.3979	0.4042	0.4129	0.5755	-2.847	0.08818
SLC3A2	-0.407	0.2921	-0.5076	-0.319	-2.107	-0.5691
LGALS12	0.02955	-0.1354	-0.1008	-0.1637	3.963	0.007722
PLAAT4	1.868	2.102	1.392	2.426	6.835	-0.3403
RTN3	0.05849	-0.387	0.2923	0.01906	0.7801	0.4602
FERMT3	-0.8506	-0.5692	-0.531	-0.7817	-2.656	-0.01151
VEGFB	-1.265	-1.853	-0.3064	-1.281	-3.814	0.8296
FKBP2	-1.455	-0.335	-1.43	-1.408	-0.6927	-1.01
PRDX5	0.374	0.7519	-0.1978	0.4427	-1.31	-0.7216
MRPL49	0.8201	0.945	0.3346	0.8435	-0.62	-0.34
CAPN1	0.5724	0.1742	0.7101	0.6113	-0.8365	0.3142
POLA2	-1.038	-0.0007849	-1.485	-1.029	0.1163	-0.9772
CDC42EP2	0.5427	0.4145	0.2209	0.44	3.917	-0.1155
DRAP1	0.2249	0.2579	0.226	0.3478	-2.232	-0.06069
BANF1	0.4512	0.8158	0.115	0.6744	-3.338	-0.5427
RAB1B	-0.5529	0.04572	-0.581	-0.5154	-0.6521	-0.5227
CCS	-0.8798	0.09899	-1.387	-1.015	2.019	-1.092
TBC1D10C	-0.4916	-1.141	0.06648	-0.5411	1	0.6784
RPS6KB2	-0.5299	-0.3819	-0.2955	-0.4893	-0.7324	0.1265
AIP	-0.3524	0.1337	-0.4617	-0.2954	-1.161	-0.4366
GSTP1	-0.4586	0.3369	-0.7435	-0.3422	-3.84	-0.766
ALDH3B1	-1.912	-1.145	-1.695	-1.89	-2.117	0.1841
LRP5	0.02329	1.417	-0.6724	0.0553	-0.6436	-1.252
GAL	-1.899	-3.647	0.009033	-1.899	-2.5	2.102
CCND1	0.3483	0.5811	0.1398	0.4282	-1.493	-0.2062
ANO1	1.028	1.822	-0.2326	1.169	-2.025	-1.567
FADD	-0.8094	-1.673	0.3934	-0.8796	1.284	1.502
IL18BP	-0.05063	-0.1591	0.5831	0.216	-5.677	0.4614
LOC100128494	0.6519	0.8896	0.198	0.6745	-0.5823	-0.3746
FOLR2	-0.05119	0.3455	-0.609	-0.1921	2.732	-0.6674
LINC01537	0.0963	-0.6508	0.6067	0.1289	-0.6686	0.8632
ATG16L2	-0.6719	-0.9999	-0.3208	-0.8348	2.431	0.3354
P2RY2	0.3902	0.7405	-0.1269	0.2495	4.812	-0.4817
P2RY6	-0.7362	-0.02435	-1.796	-1.025	3.617	-0.9326
ARHGEF17	1.145	1.336	0.234	1.185	-0.8912	-0.9473
RELT	-0.0001991	-0.008221	-0.293	-0.1875	3.741	-0.1629
MRPL48	0.6752	0.4432	0.5375	0.7028	-0.6678	0.1567
PAAF1	-1.017	0.07348	-1.384	-0.9558	-1.682	-1.01
PPME1	0.3226	0.2924	0.4016	0.4993	-2.926	0.06446
SPCS2	0.02545	0.4416	-0.2061	0.1303	-2.074	-0.4499
SLCO2B1	-0.8895	-0.2762	-1.027	-1.017	1.938	-0.6564
SNORD15B	-1.444	-0.4161	-1.805	-1.572	1.781	-0.9005
DGAT2	-0.5202	-0.8796	-0.2217	-0.7442	3.252	0.4345
UVRAG	-0.09909	0.494	-0.3864	-0.03058	-1.39	-0.5994
ACER3	0.3462	0.8379	-0.1262	0.3753	-0.6436	-0.5989
MYO7A	0.1552	0.9752	-0.6071	0.02858	2.791	-1.045
AQP11	-1.851	-2.219	-0.338	-1.802	-1.407	1.452
AAMDC	0.1932	0.1466	0.1853	0.2322	-0.8005	0.09638
THRSP	0.1697	-0.4845	1.149	0.1925	-0.4925	1.009
KCTD21-AS1	0.1684	-0.4403	1.04	0.2171	-0.9797	0.9379
USP35	0.2917	0.5833	-0.173	0.2333	1.193	-0.5126
LOC101928896	1.379	-0.02168	1.711	1.51	5.012	1.478
RAB30-DT	0.674	0.3268	0.4858	0.5924	2.578	0.169
ANKRD42	0.03083	0.1464	0.08155	0.1601	-2.54	-0.04353
TMEM126A	-0.151	0.2106	-0.2244	-0.05424	-2.053	-0.3033
TMEM135	1.389	0.552	1.279	1.346	0.5719	0.5573
NAALAD2	-0.2704	-0.2773	0.0657	-0.1925	-1.674	0.2752
DISC1FP1	-0.3281	0.7156	-1.129	-0.3422	0.3654	-1.299
CEP295	0.3536	0.1611	0.2894	0.3321	0.3379	0.1163
C11orf54	0.686	0.3439	0.5425	0.6458	0.6913	0.1689
MED17	-0.3592	-0.5019	-0.1747	-0.4055	0.9447	0.1173
PANX1	0.342	-0.7407	0.9198	0.389	-0.9558	1.153
CEP57	1.451	0.8235	1.195	1.463	-0.5414	0.5034
PGR-AS1	-0.8309	-0.64	-0.6512	-0.9223	1.546	0.1123
CEP126	0.1261	0.2246	0.3199	0.3462	-3.955	-0.08133
YAP1	-0.6276	0.1604	-1.652	-0.552	-1.943	-0.8145
DYNC2H1	-0.6696	-0.3332	-0.6336	-0.6872	0.5002	-0.1609
GRIA4	0.1349	-0.6194	0.2319	-0.09029	5.337	0.5023
AASDHPPT	-0.5456	0.1198	-0.6953	-0.4726	-1.724	-0.5951
CUL5	-0.07217	-0.6731	0.491	-0.06548	-0.1131	0.8149
ACAT1	-0.0497	-0.4114	0.763	0.0769	-2.6	0.7614
DDX10	-0.1734	-0.7058	0.2399	-0.1776	0.1331	0.5902
ZC3H12C	-0.566	0.3776	-0.8016	-0.4679	-4.31	-0.8548
FDX1	-1.341	-1.772	-0.3733	-1.53	-5.744	1.093
COLCA2	0.5889	0.196	0.8229	0.6105	-0.554	0.2397
SIK2	0.4012	-0.04344	0.6693	0.4123	-0.3258	0.4534
C11orf1	-0.5914	-0.2428	-0.4566	-0.5114	-2.101	-0.1637
DIXDC1	0.2311	-0.1197	0.622	0.3424	-2.042	0.497
DLAT	0.9159	-0.2973	1.688	1.077	-2.273	1.425
NKAPD1	-0.5844	-1.1	0.2366	-0.5287	-1.144	0.9171
LOC100132686	-0.059	0.8433	-0.8022	-0.09618	0.7509	-1.15
NCAM1	-0.7892	0.7151	-2.187	-0.7328	-1.196	-1.86
TTC12	0.3276	-0.1482	0.3687	0.2462	1.811	0.3809
ZBTB16	-0.8662	-0.1174	-1.21	-1.033	2.35	-0.8344
NNMT	1.012	0.6679	1.128	1.251	-2.909	0.141
PAFAH1B2	1.051	-0.09724	1.683	1.053	-0.3194	1.15
SIDT2	-0.2193	-0.2378	-0.1195	-0.241	0.4841	0.05833
RNF214	-0.2003	-0.3976	-0.03065	-0.212	0.2863	0.1655
CD3E	-0.7964	-0.7765	-0.5099	-0.9115	1.833	0.1905
CD3G	-1.274	-1.882	-0.326	-1.352	1.34	0.8844
ARCN1	-0.5906	-1.356	0.1248	-0.5577	-0.5301	0.8013
VPS11	0.1143	0.6898	-0.1946	0.206	-1.771	-0.5436
PDZD3	-0.1019	0.8301	-0.9333	-0.3122	3.861	-1.222
RNF26	-0.532	0.1248	-0.7962	-0.4269	-4.526	-0.5924
OAF	0.7929	1.411	0.05874	0.9324	-2.107	-0.886
TMEM136	0.2303	0.1532	0.09355	0.1729	1.163	-0.0367
ARHGEF12	1.958	2.165	0.7198	1.983	-0.76	-1.015
TBCEL	-0.122	-0.1436	-0.1469	-0.2081	1.667	0.01479
TECTA	0.1631	-0.7972	0.7343	0.1446	0.3265	1.052
SC5D	-2.395	-2.468	-1.246	-2.346	-0.4074	0.2815
SORL1	-0.1093	-0.6614	0.2403	-0.3807	4.853	0.6912
CRTAM	-0.9991	-0.5824	-0.8934	-1.057	1.117	-0.5476
JHY	-1.068	-2.848	0.5911	-1.017	-0.9833	2.107
VWA5A	-0.4697	-0.7681	0.4385	-0.3523	-6.538	0.8971
OR8G5	-0.7704	-0.7237	0.01005	-0.697	-3.108	0.7341
SPA17	0.2885	-0.2084	0.564	0.3005	-0.3165	0.5514
LOC100507283	1.89	2.063	0.7189	1.838	0.9414	-0.7831
CCDC15	0.005775	-0.2281	0.5514	0.2153	-4.163	0.5347
SLC37A2	0.3368	0.9004	-0.09086	0.4005	-1.235	-0.5718
EI24	-0.9695	-0.1362	-0.9987	-0.9057	-2.148	-0.701
HYLS1	-0.2208	-1.101	0.9591	-0.1252	-2.098	1.467
FAM118B	0.7167	1.116	-0.1681	0.6387	3.371	-0.9165
FOXRED1	0.08165	-0.613	0.7803	0.06901	0.2299	0.9762
DCPS	0.7761	0.2125	1.024	0.9469	-2.447	0.6327
ST3GAL4	0.01124	-0.8402	0.4955	-0.01695	0.5609	0.8626
KCNJ5	-0.3106	-1.069	0.4723	-0.1841	-3.258	0.9868
TMEM45B	-0.07683	-0.1689	-0.1826	-0.252	3.312	-0.01078
APLP2	-0.3049	-0.7965	0.5594	-0.1733	-3.425	0.9698
ST14	-0.94	-0.9373	-0.3049	-0.9314	-4.605	0.5891
ADAMTS15	-0.7677	-0.8869	0.07948	-0.7346	-5.184	0.8486
NTM	0.05538	0.2462	-0.1844	-0.04255	1.997	-0.2784
JAM3	0.6182	1.098	-0.2042	0.6663	-0.9817	-0.9787
VPS26B	-0.2564	0.01804	-0.3733	-0.2293	-0.484	-0.2429
IFITM3	0.3982	0.6646	-0.6143	0.314	1.964	-0.8896
RNH1	-0.4724	-0.002731	-0.5339	-0.4146	-1.195	-0.3862
HRAS	-1.117	0.9299	-2.01	-1.06	-2.189	-2.124
POLR2L	-0.5895	0.0924	-0.8904	-0.5473	-0.7611	-0.6512
CHID1	-1.165	-0.9291	-0.6659	-1.115	-2.405	0.1148
KCNQ1OT1	0.7369	0.601	0.4492	0.7545	-0.5136	-0.1574
SNORA54	-1.144	-0.7666	-0.8536	-1.161	0.5762	-0.1242
RHOG	-0.5573	0.2626	-0.7932	-0.5662	0.3246	-0.7921
HBB	-1.232	-1.216	-0.9256	-1.527	3.165	0.2338
HBD	1.676	1.801	0.777	1.722	3.408	-0.5545
OR52N5	1.565	1.375	0.9335	1.633	-1.208	-0.9909
OR52N1	1.523	0.6934	1.943	1.594	-1.24	0.2924
CAVIN3	-0.6266	-0.2774	-0.5095	-0.5468	-2.185	-0.08554
APBB1	-0.3692	-0.03676	-0.3552	-0.2811	-2.057	-0.2119
TRIM3	-0.2864	-0.2689	-0.1038	-0.2564	-0.5374	0.1074
DCHS1	0.8666	1.733	-0.003121	0.8734	-0.3578	-0.922
MRPL17	0.2239	0.8708	-0.4254	0.3463	-2.224	-0.9455
GVINP1	-0.3367	0.07166	-1.028	-0.6923	5.146	-0.7544
OR6A2	-1.672	-0.2724	-2.157	-1.709	0.8741	-1.253
LOC100506258	0.318	-0.477	0.6909	0.2095	2.639	0.8248
LMO1	-0.2196	-0.5699	0.1939	-0.2998	1.531	0.5706
ST5	-1.189	-1.065	-0.7524	-1.213	-4.178	-0.02561
TMEM9B	0.4652	0.2809	0.5052	0.5801	-1.965	0.2089
NRIP3	-0.6101	-0.6572	-0.1065	-0.5515	-6.362	0.4247
SCUBE2	0.4379	1.168	-0.001038	0.8932	-5.867	-0.9391
DENND5A	0.4405	-0.02205	0.5	0.3641	1.75	0.3715
TMEM41B	0.7251	0.4581	0.4616	0.6571	1.689	0.0233
LOC644656	0.4581	0.1534	0.3037	0.3339	5.071	0.1107
LOC440028	0.423	0.5195	0.2111	0.4664	-0.899	-0.13
RNF141	1.087	0.4009	1.183	1.092	4.202	0.4211
LYVE1	0.9802	1.023	0.141	0.9653	4.242	-0.8731
DKK3	-0.2066	0.7451	-1.445	-0.197	-0.1322	-1.423
BTBD10	-0.4664	-1.011	0.1293	-0.4969	0.686	0.7277
RRAS2	-1.237	0.03307	-2.524	-1.491	2.864	-1.494
CYP2R1	-1.681	-0.4394	-1.887	-1.761	-3.781	-1.151
PLEKHA7	-0.8369	-0.3386	-0.7726	-0.8114	-0.2868	-0.3098
RPL36A	0.3608	-0.3097	0.6922	0.2866	1.625	0.7004
SNORD14A	0.4874	1.185	-0.6731	0.4541	0.5658	-1.363
ABCC8	-0.3163	-0.4412	0.001133	-0.3505	0.731	0.3657
SAAL1	0.5537	0.6179	0.2033	0.5998	-0.9493	-0.3475
HPS5	-1.144	-1.504	-0.3752	-1.314	2.237	0.8311
IGSF22	-1.282	-1.256	-0.892	-1.516	2.692	0.2239
E2F8	0.5772	0.4569	1.142	1.044	-5.513	0.2294
LINC01495	-0.6442	-1.011	-0.1903	-0.775	2.078	0.5049
SVIP	-0.03027	0.05965	-0.1494	-0.06689	0.7359	-0.1458
MUC15	-0.7018	-0.2642	-0.6602	-0.6757	-0.3398	-0.2805
CCDC34	-0.1506	-0.7217	0.748	0.02213	-3.985	1.04
LGR4	-0.7247	0.153	-1.149	-0.6562	-1.714	-0.8498
KIF18A	-0.7294	-0.9694	0.108	-0.6544	-2.192	0.8292
KCNA4	0.2511	-0.3977	0.1777	0.02703	6.988	0.3045
MPPED2	-1.232	-0.434	-1.279	-1.298	1.196	-0.7164
IMMP1L	0.194	-0.07448	0.3155	0.2399	-0.9279	0.2991
WT1	0.11	-0.614	0.02134	-0.1899	7.128	0.2373
FBXO3	0.3075	0.1293	0.4761	0.3648	-1.13	0.1213
LMO2	0.4597	0.6662	-0.05738	0.426	0.5815	-0.5262
ABTB2	-0.815	-0.739	-0.6562	-0.9992	2.557	0.09503
LOC100507144	-0.4825	0.06701	-0.8669	-0.5156	0.7315	-0.5882
SLC1A2	-0.8176	-1.25	0.6505	-0.7803	-0.5829	1.453
PAMR1	0.6079	-0.4711	1.478	0.539	1.612	1.259
TRAF6	-1.611	-0.7044	-1.396	-1.568	-1.872	-0.7663
LRRC4C	3.532	2.502	2.488	3.523	-0.5502	-0.6865
HARBI1	-0.887	-0.588	-0.6215	-0.8608	-0.2851	-0.104
ARHGAP1	1.725	1.461	0.8735	1.672	1.207	-0.5181
ACP2	-0.4394	-0.4219	-0.05482	-0.3316	-3.056	0.2639
PSMC3	-0.09738	-0.09093	0.1927	0.02416	-2.563	0.1778
MTCH2	0.6296	0.2945	0.9743	0.8773	-3.363	0.3832
APLNR	0.3061	0.4646	-0.04767	0.3441	-0.7966	-0.4159
SSRP1	0.7612	0.9866	0.3605	0.9525	-2.666	-0.4694
TIMM10	1.126	1.333	0.6917	1.48	-3.668	-0.6586
UBE2L6	0.9997	0.4208	0.8579	0.9372	2.136	0.3351
YPEL4	0.2922	-0.5178	1.269	0.4767	-3.076	1.219
OR5B21	0.8947	1.475	-0.01032	0.9032	-0.3923	-0.9651
LPXN	-0.9872	-0.6859	-0.7414	-1.021	-5.222	-0.09773
GLYAT	-0.6239	-1.067	0.4278	-0.6284	0.2603	1.154
FAM111A-DT	1.138	0.0272	1.33	1.08	1.731	0.994
MPEG1	0.6006	0.8394	-0.2586	0.5107	2.882	-0.8506
OSBP	0.9722	0.7581	0.5852	0.9244	0.8677	0.004229
TCN1	-0.3618	-0.05957	-0.6039	-0.5248	2.694	-0.4221
MS4A6A	0.4507	0.4699	-0.07162	0.3291	4.251	-0.431
PTGDR2	-0.7316	-0.7804	-0.6732	-1.012	3.544	-0.05469
PRPF19	-0.5614	-0.2933	-0.5428	-0.5978	0.7967	-0.142
SLC15A3	-0.02209	0.1092	0.1231	0.1626	-3.76	-0.02599
DDB1	-1.016	-0.3065	-0.9375	-0.9734	-3.291	-0.6145
CYB561A3	-0.3236	-0.317	0.05183	-0.1667	-4.756	0.2524
RAB3IL1	0.02395	0.3005	-0.5858	-0.09739	2.454	-0.5816
AHNAK	-0.4998	-0.142	-0.3819	-0.3884	-5.42	-0.181
GANAB	-0.9667	-0.5976	-0.7169	-0.903	-2.218	-0.3793
MIR6514	0.2459	0.7757	-0.4534	0.305	-1.164	-0.9029
PLAAT3	0.4459	0.7179	-0.1461	0.3937	1.042	-0.6221
ATL3	0.9413	-0.6211	1.892	0.9518	-0.4359	1.769
BAD	-1.254	-0.566	-1.098	-1.2	-1.921	-0.3454
MIR7155	-0.2694	0.0538	-0.4704	-0.3836	2.063	-0.4147
PYGM	-0.3533	-0.2455	-0.5633	-0.5744	3.468	-0.1835
EHD1	0.7278	0.4122	0.5033	0.6496	2.729	-0.01848
ATG2A	-0.8101	-0.8762	-0.7011	-1.106	3.584	0.04019
NAALADL1	-0.3535	-0.2685	-0.08405	-0.2166	-4.006	0.08231
EFEMP2	0.3065	0.2513	0.1529	0.291	0.2259	-0.08894
FIBP	-0.5751	0.05259	-1.059	-0.4978	-1.94	-0.5599
FOSL1	0.6673	1.008	-0.3035	0.5894	2.191	-1.004
C11orf68	-0.9108	-0.2918	-0.8202	-0.8497	-1.483	-0.4692
YIF1A	-1.076	-0.7617	-0.6584	-1.017	-2.14	0.2745
CD248	0.6738	1.023	1.039	1.471	-7.805	-0.1977
BRMS1	0.5591	0.9376	-0.08045	0.5382	0.2671	-0.6861
B4GAT1	-0.8432	0.6156	-1.221	-0.7968	-0.8404	-1.327
MRPL11	-0.1274	0.2399	-0.2591	-0.009357	-2.53	-0.3527
CTSF	-1.745	-2.54	-0.5989	-1.717	-0.0482	0.7335
PC	-1.501	-1.506	-0.6436	-1.548	-3.723	0.7346
PPP1CA	-0.3068	0.164	-0.3441	-0.1869	-3.003	-0.3663
CDK2AP2	-0.1656	-0.6583	0.2919	-0.2034	0.7767	0.6586
UNC93B1	0.3085	-0.1809	0.5827	0.2741	0.629	0.5203
CHKA	-1.641	-1.085	-1.432	-1.8	1.976	-0.5834
TESMIN	-1.174	-2.372	0.06198	-1.225	1.032	1.409
MRPL21	0.08257	-0.1502	0.2931	0.1379	-1.102	0.3164
DHCR7	-0.6875	-0.9157	-0.1328	-0.7794	1.583	0.6363
NUMA1	0.6012	0.6928	0.3047	0.755	-2.375	-0.4485
ANAPC15	0.6207	0.6539	0.5597	0.8718	-3.409	-0.139
PDE2A	0.8207	1.996	-0.8385	0.7545	1.71	-2.033
FCHSD2	0.1445	0.8793	-1.176	-0.111	6.322	-1.433
UCP2	-0.1935	-0.2483	0.04218	-0.1249	-1.416	0.1953
P4HA3	1.376	-0.07964	1.886	1.429	-1.059	1.477
PGM2L1	0.3984	0.1434	0.54	0.4343	-0.7696	0.1725
KCNE3	-0.2494	-0.9449	0.2514	-0.4292	3.073	0.8302
XRRA1	-0.6256	-0.4422	-0.4681	-0.6509	0.6214	-0.05046
ARRB1	-0.1555	-0.4524	0.4196	0.03807	-4.597	0.6099
WNT11	-0.4957	0.3972	-0.8399	-0.3918	-3.201	-0.8806
THAP12	-1.186	-0.47	-1.147	-1.165	-0.07283	-0.443
LRRC32	0.5575	0.564	0.7547	0.9485	-4.878	0.1135
ALG8	-0.2987	-0.1206	-0.154	-0.1981	-2.346	-0.02943
KCTD21	-0.1583	-0.6644	0.1411	-0.2795	2.26	0.5193
LOC101928865	1.008	-0.8159	1.547	0.9704	3.483	1.699
NARS2	-0.1623	0.1691	-0.2991	-0.1369	-0.4714	-0.3338
TENM4	-0.2694	-0.033	-0.4475	-0.3843	2.074	-0.3218
PRCP	1.524	0.9753	1.153	1.53	-0.4695	0.1672
RAB30	-0.9	-1.682	0.1157	-0.9072	0.3721	1.144
SNORA70E	-0.783	0.04637	-1.473	-0.9873	2.777	-1.006
CCDC90B	-0.294	-0.9463	0.3435	-0.2457	-0.9492	0.8268
DLG2	0.5813	0.7774	0.06559	0.4965	2.349	-0.4077
CCDC89	0.2781	0.3638	-0.08999	0.2038	1.585	-0.3361
ME3	-0.4961	-0.7677	0.04545	-0.4792	-0.1985	0.5674
FZD4	0.1506	0.6752	-0.3674	0.2348	-1.623	-0.7546
RAB38	-0.3503	-0.4144	-0.1052	-0.4001	1.003	0.2891
CTSC	0.4118	-0.0609	0.4185	0.2793	4.524	0.3423
NOX4	-0.07326	0.005059	0.2088	0.1144	-4.013	0.09867
CHORDC1	0.1967	0.2527	-0.1085	0.1017	2.056	-0.2602
SMCO4	0.1799	-0.7849	1.844	0.1764	0.01781	1.558
VSTM5	-1.365	-1.696	-0.5003	-1.488	1.752	0.795
MRE11	1.007	-0.1965	1.438	1.007	-0.2796	1.205
MIR548L	-0.5649	0.4147	-1.17	-0.5316	-0.5457	-1.095
SESN3	0.03495	0.7547	-0.5367	-0.02395	1.179	-0.8657
FAM76B	0.1596	-0.3874	0.4547	0.08741	1.489	0.5936
MTMR2	0.3344	0.738	0.2435	0.6524	-4.707	-0.2923
MMP7	-0.6579	-0.4341	-0.429	-0.6044	-5.753	0.1705
MMP8	1.07	0.6175	0.8984	1.093	-0.6501	0.1861
MMP12	-0.2071	0.5718	-0.9163	-0.02516	-4.616	-0.9821
DCUN1D5	0.2539	-0.05418	0.8071	0.5441	-4.601	0.5886
CASP17P	0.8957	1.048	0.1079	0.8694	0.2856	-0.7679
CASP4	0.2904	-0.3711	0.4928	0.1598	3.321	0.6092
CASP5	0.929	0.4715	0.7712	0.9105	4.419	0.287
MSANTD4	-0.7397	0.071	-0.9114	-0.6878	-1.027	-0.7358
KBTBD3	-0.03188	0.07023	-0.1148	-0.05237	0.417	-0.1316
GUCY1A2	1.295	1.418	0.3503	1.297	-0.3659	-0.8945
CWF19L2	0.4177	0.2777	0.2266	0.3432	1.674	0.02945
ALKBH8	-0.314	1.974	-2.733	-0.2444	-1.479	-3.268
POGLUT3	0.02694	-0.4007	0.5431	0.04788	-0.4249	0.6561
EXPH5	0.6989	2.024	-0.8867	0.6203	3.619	-2.026
RDX	-0.2047	-0.1214	-0.04129	-0.1109	-2.034	0.05158
ARHGAP20	-0.2974	-0.06895	-0.323	-0.2602	-0.6946	-0.1367
PPP2R1B	-0.4149	-2.074	0.8686	-0.2991	-3.351	1.819
CRYAB	-0.005271	-0.1658	0.257	0.04103	-0.9245	0.2914
TIMM8B	-0.3205	-0.2041	-0.05181	-0.1942	-3.299	0.1363
IL18	-1.208	-0.947	-0.8948	-1.319	1.679	0.08015
ZW10	-0.2813	-1.377	0.989	-0.1344	-3.885	1.654
USP28	1.306	0.529	1.421	1.432	-1.792	0.659
CADM1	-1.243	-1.875	0.3008	-1.255	-3.811	1.727
LINC00900	-1.386	-0.6802	-1.226	-1.343	-0.5875	-0.2461
BUD13	1.015	0.2205	1.069	0.9549	1.534	0.6078
BACE1	-0.2618	-0.8451	0.614	-0.06813	-5.706	1.017
SCN4B	1.374	1.017	0.9777	1.419	-0.9627	0.04386
JAML	0.5145	-0.1136	0.7455	0.4222	2.546	0.566
MPZL3	-0.4507	-1.333	0.1432	-0.7206	3.874	0.9814
MPZL2	0.8285	0.2978	0.7749	0.797	4.714	0.3709
CD3D	-1.079	-0.3251	-1.188	-1.12	0.9022	-0.6307
IFT46	-0.2054	-0.6417	0.2482	-0.1492	-1.132	0.5692
SLC37A4	-1.336	-1.405	-0.793	-1.527	2.332	0.3699
HYOU1	-0.807	-0.6059	-0.5718	-0.7347	-2.573	-0.3269
H2AFX	-0.7683	0.2679	-1.019	-0.7208	-4.671	-0.9698
DPAGT1	0.7163	0.3553	0.9492	0.9941	-3.541	0.538
USP2	0.6166	-0.7074	2.284	0.8359	-3.086	1.934
THY1	1.556	1.611	1.287	2.083	-4.252	-0.5224
NECTIN1	-0.2816	-0.344	0.002435	-0.2158	-1.372	0.2278
TRIM29	-1.637	-1.544	-2.102	-2.29	4.774	-1.663
MIRLET7A2	0.3187	-0.298	0.7844	0.318	-0.07759	0.7377
SNORD14E	0.337	0.2188	0.3132	0.387	-1.006	0.1137
CLMP	-0.4989	-0.9459	0.8768	-0.4134	-8.101	1.273
SCN3B	0.3861	0.9033	-0.492	0.3427	0.8267	-1.02
SIAE	0.3361	-0.9859	1.486	0.3697	-0.7219	1.736
VSIG2	-0.5537	0.1461	-0.9966	-0.6903	2.2	-0.8362
ESAM	0.6407	0.9454	0.1298	0.7736	-2.105	-0.6251
MSANTD2	0.1779	0.3126	-0.1138	0.1151	1.279	-0.2941
TMEM218	-0.2927	-0.2329	-0.07026	-0.2337	-1.206	0.1606
FEZ1	0.05301	0.4365	-0.2237	0.1203	-1.335	-0.4623
PUS3	0.526	0.2438	0.544	0.5959	-1.311	0.2941
CDON	0.5232	0.009288	0.7096	0.4781	0.849	0.4356
SRPRA	0.1209	0.5741	-0.2045	0.1624	-0.8423	-0.5047
GSEC	0.6434	0.1995	0.5233	0.5562	3.371	0.3122
